app_name,start_time,end_time,timedelta,productive
tiktok.com,2023-10-01 23:52:07,2023-10-02 00:49:14,0 days 00:57:07,False
youtube.com,2022-08-11 17:20:35,2022-08-11 19:43:23,0 days 02:22:48,False
youtube.com,2024-04-18 06:53:50,2024-04-18 09:54:10,0 days 03:00:20,False
tiktok.com,2024-03-28 22:49:05,2024-03-29 02:23:49,0 days 03:34:44,False
Terminal,2022-10-09 03:52:14,2022-10-09 07:28:46,0 days 03:36:32,True
google.com,2021-12-08 03:56:26,2021-12-08 04:31:24,0 days 00:34:58,True
tiktok.com,2024-04-27 18:32:00,2024-04-27 22:25:46,0 days 03:53:46,False
VSCode,2023-03-29 23:44:43,2023-03-30 01:13:29,0 days 01:28:46,True
tiktok.com,2022-07-23 02:31:40,2022-07-23 03:48:15,0 days 01:16:35,False
youtube.com,2024-06-30 22:21:17,2024-06-30 22:31:01,0 days 00:09:44,False
youtube.com,2023-11-29 16:37:21,2023-11-29 19:19:58,0 days 02:42:37,False
VSCode,2021-11-08 04:43:07,2021-11-08 05:36:50,0 days 00:53:43,True
tiktok.com,2022-01-29 19:26:50,2022-01-29 23:12:32,0 days 03:45:42,False
Cursor,2023-04-21 09:01:22,2023-04-21 09:27:51,0 days 00:26:29,True
google.com,2022-03-15 12:21:11,2022-03-15 14:44:06,0 days 02:22:55,True
VSCode,2023-03-09 23:25:17,2023-03-10 00:09:08,0 days 00:43:51,True
tiktok.com,2023-04-22 00:33:56,2023-04-22 01:52:52,0 days 01:18:56,False
google.com,2023-08-05 07:29:59,2023-08-05 09:12:39,0 days 01:42:40,True
Terminal,2022-12-24 09:06:12,2022-12-24 09:38:27,0 days 00:32:15,True
VSCode,2024-09-03 16:32:34,2024-09-03 19:18:59,0 days 02:46:25,True
Cursor,2022-02-19 09:49:24,2022-02-19 10:33:20,0 days 00:43:56,True
youtube.com,2024-01-07 10:52:18,2024-01-07 11:51:21,0 days 00:59:03,False
VSCode,2022-06-02 04:06:08,2022-06-02 08:03:15,0 days 03:57:07,True
VSCode,2024-06-04 08:01:34,2024-06-04 10:25:36,0 days 02:24:02,True
Terminal,2022-10-07 00:12:23,2022-10-07 02:56:45,0 days 02:44:22,True
google.com,2022-05-05 11:14:20,2022-05-05 12:35:23,0 days 01:21:03,True
Terminal,2022-04-26 04:37:58,2022-04-26 05:04:26,0 days 00:26:28,True
Cursor,2023-04-10 20:33:55,2023-04-10 21:48:37,0 days 01:14:42,True
tiktok.com,2023-06-26 10:37:37,2023-06-26 11:26:00,0 days 00:48:23,False
tiktok.com,2024-01-01 17:08:59,2024-01-01 19:24:17,0 days 02:15:18,False
Terminal,2021-11-06 23:05:05,2021-11-07 02:56:44,0 days 03:51:39,True
Terminal,2022-02-03 05:14:40,2022-02-03 06:37:33,0 days 01:22:53,True
google.com,2023-07-24 04:06:03,2023-07-24 05:38:59,0 days 01:32:56,True
youtube.com,2024-02-21 22:05:25,2024-02-22 01:51:56,0 days 03:46:31,False
google.com,2023-01-27 19:15:22,2023-01-27 20:35:21,0 days 01:19:59,True
google.com,2024-03-31 00:58:23,2024-03-31 02:08:03,0 days 01:09:40,True
Terminal,2024-05-02 10:09:44,2024-05-02 12:00:53,0 days 01:51:09,True
Terminal,2024-06-09 09:21:16,2024-06-09 12:57:24,0 days 03:36:08,True
VSCode,2021-11-20 12:46:49,2021-11-20 13:18:50,0 days 00:32:01,True
Cursor,2024-04-28 07:25:28,2024-04-28 10:28:45,0 days 03:03:17,True
tiktok.com,2023-05-15 01:23:45,2023-05-15 03:22:07,0 days 01:58:22,False
google.com,2023-11-21 13:45:46,2023-11-21 16:29:09,0 days 02:43:23,True
youtube.com,2024-10-15 23:57:27,2024-10-16 03:23:00,0 days 03:25:33,False
Terminal,2023-10-03 14:12:12,2023-10-03 14:32:23,0 days 00:20:11,True
Terminal,2024-02-16 03:41:43,2024-02-16 04:57:14,0 days 01:15:31,True
VSCode,2022-10-12 16:24:24,2022-10-12 18:14:02,0 days 01:49:38,True
VSCode,2024-10-18 23:42:12,2024-10-18 23:52:51,0 days 00:10:39,True
google.com,2022-07-20 11:01:23,2022-07-20 12:39:26,0 days 01:38:03,True
Cursor,2023-04-06 05:18:26,2023-04-06 09:02:51,0 days 03:44:25,True
VSCode,2024-02-08 02:57:09,2024-02-08 03:37:26,0 days 00:40:17,True
Cursor,2023-03-11 08:54:28,2023-03-11 09:33:17,0 days 00:38:49,True
tiktok.com,2024-05-08 15:14:50,2024-05-08 15:26:33,0 days 00:11:43,False
Terminal,2023-10-21 15:37:34,2023-10-21 16:42:46,0 days 01:05:12,True
VSCode,2023-03-17 17:10:43,2023-03-17 20:41:16,0 days 03:30:33,True
youtube.com,2022-10-05 04:12:18,2022-10-05 07:39:15,0 days 03:26:57,False
google.com,2022-02-05 21:24:53,2022-02-05 22:27:52,0 days 01:02:59,True
VSCode,2023-09-07 09:18:40,2023-09-07 09:45:08,0 days 00:26:28,True
Cursor,2023-12-29 07:16:50,2023-12-29 09:25:41,0 days 02:08:51,True
tiktok.com,2024-08-19 16:22:43,2024-08-19 18:07:06,0 days 01:44:23,False
youtube.com,2023-09-09 19:52:16,2023-09-09 21:35:38,0 days 01:43:22,False
Cursor,2023-08-14 14:03:26,2023-08-14 16:41:57,0 days 02:38:31,True
tiktok.com,2022-10-01 13:04:48,2022-10-01 14:52:59,0 days 01:48:11,False
Terminal,2022-02-05 14:34:54,2022-02-05 16:28:07,0 days 01:53:13,True
tiktok.com,2022-06-06 19:02:42,2022-06-06 21:59:49,0 days 02:57:07,False
Terminal,2023-11-23 21:22:27,2023-11-24 00:41:46,0 days 03:19:19,True
Cursor,2022-05-28 20:06:08,2022-05-28 21:07:28,0 days 01:01:20,True
Terminal,2023-11-01 04:41:07,2023-11-01 06:06:21,0 days 01:25:14,True
Terminal,2021-12-16 22:26:03,2021-12-17 01:03:29,0 days 02:37:26,True
tiktok.com,2023-08-30 07:39:10,2023-08-30 11:29:00,0 days 03:49:50,False
tiktok.com,2024-05-19 05:57:47,2024-05-19 08:18:03,0 days 02:20:16,False
VSCode,2022-11-04 15:10:28,2022-11-04 16:56:50,0 days 01:46:22,True
tiktok.com,2024-04-03 21:55:46,2024-04-04 01:48:47,0 days 03:53:01,False
VSCode,2022-04-11 18:30:42,2022-04-11 20:57:23,0 days 02:26:41,True
tiktok.com,2024-07-21 09:10:31,2024-07-21 11:07:04,0 days 01:56:33,False
youtube.com,2023-08-23 03:41:11,2023-08-23 04:09:03,0 days 00:27:52,False
google.com,2024-02-11 12:05:19,2024-02-11 13:14:13,0 days 01:08:54,True
youtube.com,2023-02-19 14:07:27,2023-02-19 17:39:55,0 days 03:32:28,False
VSCode,2024-01-16 07:31:48,2024-01-16 08:01:27,0 days 00:29:39,True
youtube.com,2023-05-02 15:56:47,2023-05-02 19:10:05,0 days 03:13:18,False
youtube.com,2023-08-27 11:28:06,2023-08-27 15:01:24,0 days 03:33:18,False
Terminal,2022-03-07 22:17:45,2022-03-08 00:48:21,0 days 02:30:36,True
Cursor,2022-10-06 03:48:56,2022-10-06 04:08:09,0 days 00:19:13,True
tiktok.com,2022-05-23 09:46:58,2022-05-23 12:21:04,0 days 02:34:06,False
Cursor,2024-10-22 14:01:46,2024-10-22 14:36:44,0 days 00:34:58,True
Terminal,2023-06-18 22:14:40,2023-06-19 01:49:05,0 days 03:34:25,True
tiktok.com,2023-02-14 11:44:12,2023-02-14 14:18:42,0 days 02:34:30,False
Terminal,2024-07-19 14:10:15,2024-07-19 15:46:39,0 days 01:36:24,True
Cursor,2023-11-03 13:46:51,2023-11-03 15:05:09,0 days 01:18:18,True
youtube.com,2022-10-27 04:41:44,2022-10-27 06:44:01,0 days 02:02:17,False
Cursor,2023-10-31 14:10:01,2023-10-31 15:25:12,0 days 01:15:11,True
youtube.com,2022-10-04 00:42:06,2022-10-04 03:21:55,0 days 02:39:49,False
Cursor,2024-02-19 21:14:21,2024-02-20 00:50:25,0 days 03:36:04,True
VSCode,2023-01-11 04:57:24,2023-01-11 05:13:01,0 days 00:15:37,True
Cursor,2024-05-25 00:45:46,2024-05-25 02:38:20,0 days 01:52:34,True
google.com,2022-08-11 02:28:05,2022-08-11 02:59:38,0 days 00:31:33,True
tiktok.com,2022-12-28 04:07:46,2022-12-28 06:58:45,0 days 02:50:59,False
google.com,2023-11-21 08:14:43,2023-11-21 10:56:11,0 days 02:41:28,True
Cursor,2024-02-01 21:56:44,2024-02-02 01:16:39,0 days 03:19:55,True
Terminal,2022-01-27 12:21:55,2022-01-27 14:12:16,0 days 01:50:21,True
youtube.com,2024-03-18 05:11:07,2024-03-18 08:13:23,0 days 03:02:16,False
Cursor,2023-10-18 23:49:10,2023-10-19 02:24:19,0 days 02:35:09,True
Terminal,2022-05-04 19:53:46,2022-05-04 21:19:18,0 days 01:25:32,True
Cursor,2024-07-26 05:29:09,2024-07-26 07:31:59,0 days 02:02:50,True
google.com,2023-07-20 08:47:54,2023-07-20 10:41:49,0 days 01:53:55,True
google.com,2024-05-08 12:14:29,2024-05-08 15:58:25,0 days 03:43:56,True
Cursor,2022-06-09 00:07:19,2022-06-09 03:31:13,0 days 03:23:54,True
VSCode,2022-01-03 12:46:07,2022-01-03 15:50:22,0 days 03:04:15,True
Terminal,2023-09-03 06:42:17,2023-09-03 09:54:47,0 days 03:12:30,True
Cursor,2024-08-12 12:59:33,2024-08-12 13:28:42,0 days 00:29:09,True
Cursor,2024-02-17 20:46:41,2024-02-18 00:08:40,0 days 03:21:59,True
Terminal,2021-10-28 16:16:46,2021-10-28 18:21:10,0 days 02:04:24,True
VSCode,2024-05-05 22:39:38,2024-05-06 02:27:31,0 days 03:47:53,True
Terminal,2022-01-23 10:03:32,2022-01-23 13:01:37,0 days 02:58:05,True
VSCode,2023-09-19 13:47:43,2023-09-19 13:49:34,0 days 00:01:51,True
google.com,2023-04-16 19:48:32,2023-04-16 22:52:08,0 days 03:03:36,True
Cursor,2024-02-11 05:15:41,2024-02-11 06:47:59,0 days 01:32:18,True
youtube.com,2023-08-13 02:13:34,2023-08-13 05:25:44,0 days 03:12:10,False
Terminal,2022-06-03 00:23:22,2022-06-03 02:20:32,0 days 01:57:10,True
youtube.com,2023-03-16 21:04:35,2023-03-17 00:51:35,0 days 03:47:00,False
tiktok.com,2022-03-22 09:03:35,2022-03-22 12:14:38,0 days 03:11:03,False
youtube.com,2022-01-29 03:57:22,2022-01-29 06:29:13,0 days 02:31:51,False
Terminal,2024-07-06 10:44:32,2024-07-06 14:26:27,0 days 03:41:55,True
youtube.com,2024-02-13 16:54:02,2024-02-13 20:44:47,0 days 03:50:45,False
tiktok.com,2023-04-30 06:30:53,2023-04-30 09:08:39,0 days 02:37:46,False
VSCode,2023-06-26 00:57:24,2023-06-26 02:15:56,0 days 01:18:32,True
google.com,2024-03-09 15:16:46,2024-03-09 16:50:38,0 days 01:33:52,True
tiktok.com,2023-02-01 01:24:10,2023-02-01 04:47:43,0 days 03:23:33,False
google.com,2024-06-03 21:36:26,2024-06-03 23:36:56,0 days 02:00:30,True
Cursor,2022-11-20 13:23:14,2022-11-20 15:55:07,0 days 02:31:53,True
tiktok.com,2024-06-08 11:39:16,2024-06-08 12:42:30,0 days 01:03:14,False
Terminal,2024-03-13 13:36:25,2024-03-13 16:30:48,0 days 02:54:23,True
google.com,2023-05-03 16:15:49,2023-05-03 18:55:51,0 days 02:40:02,True
Terminal,2021-11-26 03:21:30,2021-11-26 06:32:20,0 days 03:10:50,True
tiktok.com,2024-04-20 22:43:57,2024-04-21 00:44:25,0 days 02:00:28,False
youtube.com,2023-02-03 10:16:38,2023-02-03 12:40:39,0 days 02:24:01,False
VSCode,2023-04-19 09:52:56,2023-04-19 11:09:37,0 days 01:16:41,True
Terminal,2022-03-20 21:21:42,2022-03-20 23:04:57,0 days 01:43:15,True
tiktok.com,2023-07-08 05:56:39,2023-07-08 08:33:07,0 days 02:36:28,False
VSCode,2022-11-01 03:22:14,2022-11-01 04:04:09,0 days 00:41:55,True
VSCode,2022-05-27 18:05:04,2022-05-27 18:06:56,0 days 00:01:52,True
VSCode,2022-12-01 22:48:43,2022-12-02 01:58:49,0 days 03:10:06,True
Cursor,2022-07-09 09:58:43,2022-07-09 12:21:33,0 days 02:22:50,True
VSCode,2022-01-15 10:49:23,2022-01-15 13:03:47,0 days 02:14:24,True
tiktok.com,2022-10-06 03:23:32,2022-10-06 04:00:58,0 days 00:37:26,False
VSCode,2024-08-01 02:57:03,2024-08-01 04:16:25,0 days 01:19:22,True
youtube.com,2023-10-04 04:51:25,2023-10-04 06:28:41,0 days 01:37:16,False
Cursor,2021-11-15 20:31:26,2021-11-15 22:40:37,0 days 02:09:11,True
google.com,2023-04-19 18:09:18,2023-04-19 20:26:03,0 days 02:16:45,True
VSCode,2022-10-04 16:55:56,2022-10-04 19:15:28,0 days 02:19:32,True
Cursor,2022-11-05 12:50:38,2022-11-05 16:25:36,0 days 03:34:58,True
VSCode,2024-05-07 00:15:09,2024-05-07 03:22:07,0 days 03:06:58,True
Cursor,2022-08-29 05:52:52,2022-08-29 07:22:52,0 days 01:30:00,True
Cursor,2023-12-26 23:30:04,2023-12-27 03:27:02,0 days 03:56:58,True
google.com,2022-01-03 10:02:48,2022-01-03 10:07:58,0 days 00:05:10,True
google.com,2023-12-20 17:45:08,2023-12-20 18:28:19,0 days 00:43:11,True
youtube.com,2024-08-20 08:29:21,2024-08-20 11:01:17,0 days 02:31:56,False
google.com,2022-02-18 02:17:31,2022-02-18 04:10:14,0 days 01:52:43,True
tiktok.com,2023-06-12 12:18:26,2023-06-12 13:54:11,0 days 01:35:45,False
VSCode,2024-10-26 02:13:11,2024-10-26 02:37:00,0 days 00:23:49,True
Cursor,2024-08-27 16:27:49,2024-08-27 20:08:03,0 days 03:40:14,True
tiktok.com,2022-08-07 02:16:45,2022-08-07 05:37:15,0 days 03:20:30,False
google.com,2024-05-28 04:03:33,2024-05-28 07:10:48,0 days 03:07:15,True
youtube.com,2022-06-06 01:58:49,2022-06-06 05:26:32,0 days 03:27:43,False
youtube.com,2023-01-18 06:48:56,2023-01-18 06:58:56,0 days 00:10:00,False
youtube.com,2023-06-11 10:15:49,2023-06-11 13:30:21,0 days 03:14:32,False
google.com,2022-10-27 05:59:35,2022-10-27 09:37:21,0 days 03:37:46,True
google.com,2023-09-10 20:57:00,2023-09-10 22:38:40,0 days 01:41:40,True
tiktok.com,2024-08-24 21:04:43,2024-08-24 23:36:41,0 days 02:31:58,False
google.com,2024-02-10 19:36:13,2024-02-10 22:35:29,0 days 02:59:16,True
tiktok.com,2023-09-29 16:56:31,2023-09-29 19:21:19,0 days 02:24:48,False
youtube.com,2023-02-20 18:31:22,2023-02-20 19:27:58,0 days 00:56:36,False
google.com,2022-05-19 07:40:41,2022-05-19 10:23:04,0 days 02:42:23,True
VSCode,2022-09-15 15:07:47,2022-09-15 16:43:49,0 days 01:36:02,True
google.com,2022-08-26 09:07:44,2022-08-26 09:53:22,0 days 00:45:38,True
VSCode,2022-07-20 10:09:51,2022-07-20 11:47:45,0 days 01:37:54,True
google.com,2022-09-12 03:11:36,2022-09-12 07:11:28,0 days 03:59:52,True
tiktok.com,2022-05-19 04:10:32,2022-05-19 06:48:43,0 days 02:38:11,False
VSCode,2024-03-01 13:14:21,2024-03-01 14:37:17,0 days 01:22:56,True
Cursor,2022-12-21 12:45:40,2022-12-21 14:30:04,0 days 01:44:24,True
Terminal,2024-09-23 22:19:55,2024-09-23 22:56:24,0 days 00:36:29,True
tiktok.com,2022-01-12 04:35:30,2022-01-12 05:32:18,0 days 00:56:48,False
Cursor,2024-06-21 09:49:24,2024-06-21 11:19:43,0 days 01:30:19,True
Cursor,2024-02-09 09:32:29,2024-02-09 13:31:04,0 days 03:58:35,True
Terminal,2024-02-21 12:47:36,2024-02-21 15:07:47,0 days 02:20:11,True
VSCode,2022-08-09 02:34:44,2022-08-09 06:19:26,0 days 03:44:42,True
Terminal,2022-02-28 14:30:41,2022-02-28 15:17:49,0 days 00:47:08,True
youtube.com,2024-06-18 16:39:06,2024-06-18 18:03:28,0 days 01:24:22,False
Terminal,2023-09-18 19:58:11,2023-09-18 22:14:15,0 days 02:16:04,True
youtube.com,2024-02-29 03:46:00,2024-02-29 06:55:32,0 days 03:09:32,False
youtube.com,2022-01-30 22:37:28,2022-01-30 22:50:29,0 days 00:13:01,False
VSCode,2022-05-29 16:17:42,2022-05-29 18:11:27,0 days 01:53:45,True
Terminal,2023-05-11 19:47:31,2023-05-11 21:25:40,0 days 01:38:09,True
tiktok.com,2023-06-25 08:08:22,2023-06-25 08:27:43,0 days 00:19:21,False
google.com,2024-04-23 07:57:05,2024-04-23 09:55:40,0 days 01:58:35,True
tiktok.com,2022-03-02 23:05:42,2022-03-03 01:14:27,0 days 02:08:45,False
VSCode,2022-12-06 17:38:09,2022-12-06 18:48:43,0 days 01:10:34,True
youtube.com,2024-04-12 05:54:51,2024-04-12 06:48:38,0 days 00:53:47,False
Terminal,2023-10-10 13:28:58,2023-10-10 15:33:14,0 days 02:04:16,True
tiktok.com,2022-07-15 07:24:44,2022-07-15 08:08:42,0 days 00:43:58,False
youtube.com,2024-02-15 15:30:17,2024-02-15 18:40:27,0 days 03:10:10,False
Terminal,2023-03-13 16:42:53,2023-03-13 18:05:18,0 days 01:22:25,True
Cursor,2023-06-22 23:08:16,2023-06-22 23:47:27,0 days 00:39:11,True
Terminal,2024-06-26 18:03:07,2024-06-26 20:43:31,0 days 02:40:24,True
google.com,2024-10-25 11:14:48,2024-10-25 12:37:15,0 days 01:22:27,True
tiktok.com,2022-10-16 23:33:06,2022-10-17 03:12:30,0 days 03:39:24,False
VSCode,2023-10-06 10:58:55,2023-10-06 12:02:07,0 days 01:03:12,True
Terminal,2024-04-24 08:42:09,2024-04-24 10:53:16,0 days 02:11:07,True
VSCode,2022-09-04 02:22:36,2022-09-04 02:32:04,0 days 00:09:28,True
Cursor,2022-11-20 05:11:35,2022-11-20 07:00:52,0 days 01:49:17,True
youtube.com,2023-10-04 19:56:03,2023-10-04 21:20:37,0 days 01:24:34,False
google.com,2023-12-03 00:20:04,2023-12-03 01:35:34,0 days 01:15:30,True
tiktok.com,2021-11-11 03:49:54,2021-11-11 06:43:39,0 days 02:53:45,False
youtube.com,2023-08-27 11:02:48,2023-08-27 11:32:19,0 days 00:29:31,False
google.com,2022-06-13 23:19:03,2022-06-14 02:38:52,0 days 03:19:49,True
tiktok.com,2022-07-01 06:19:09,2022-07-01 08:13:05,0 days 01:53:56,False
Cursor,2022-08-08 17:57:23,2022-08-08 19:15:50,0 days 01:18:27,True
Cursor,2024-04-01 04:49:42,2024-04-01 07:18:58,0 days 02:29:16,True
VSCode,2022-02-25 14:08:19,2022-02-25 15:59:29,0 days 01:51:10,True
Cursor,2021-11-08 07:38:09,2021-11-08 09:07:28,0 days 01:29:19,True
VSCode,2021-12-03 06:30:15,2021-12-03 10:18:47,0 days 03:48:32,True
youtube.com,2023-06-29 01:00:51,2023-06-29 01:45:41,0 days 00:44:50,False
google.com,2023-11-30 12:56:23,2023-11-30 16:04:08,0 days 03:07:45,True
google.com,2024-09-02 21:20:02,2024-09-02 23:20:22,0 days 02:00:20,True
Terminal,2024-03-04 22:41:51,2024-03-05 02:07:10,0 days 03:25:19,True
youtube.com,2022-04-25 17:28:35,2022-04-25 19:22:42,0 days 01:54:07,False
tiktok.com,2023-09-19 04:54:29,2023-09-19 06:31:56,0 days 01:37:27,False
Cursor,2024-05-07 15:01:04,2024-05-07 16:04:48,0 days 01:03:44,True
Terminal,2022-01-14 09:56:45,2022-01-14 13:18:32,0 days 03:21:47,True
tiktok.com,2024-07-14 03:15:49,2024-07-14 04:37:50,0 days 01:22:01,False
youtube.com,2024-03-25 08:20:33,2024-03-25 11:53:09,0 days 03:32:36,False
tiktok.com,2022-01-27 13:40:23,2022-01-27 15:01:21,0 days 01:20:58,False
tiktok.com,2022-09-19 13:17:04,2022-09-19 16:22:54,0 days 03:05:50,False
google.com,2021-12-13 11:44:30,2021-12-13 14:45:08,0 days 03:00:38,True
Cursor,2022-05-02 03:40:23,2022-05-02 05:09:39,0 days 01:29:16,True
google.com,2023-11-08 00:45:16,2023-11-08 01:54:51,0 days 01:09:35,True
Terminal,2024-10-05 09:11:42,2024-10-05 10:00:58,0 days 00:49:16,True
youtube.com,2023-01-07 01:48:43,2023-01-07 02:38:52,0 days 00:50:09,False
tiktok.com,2024-02-27 04:01:46,2024-02-27 04:22:58,0 days 00:21:12,False
VSCode,2024-04-27 07:34:23,2024-04-27 07:38:56,0 days 00:04:33,True
tiktok.com,2024-08-22 22:01:15,2024-08-22 22:56:13,0 days 00:54:58,False
VSCode,2022-12-27 16:19:31,2022-12-27 18:10:26,0 days 01:50:55,True
tiktok.com,2023-01-24 07:33:43,2023-01-24 07:47:42,0 days 00:13:59,False
Terminal,2022-08-20 22:46:02,2022-08-20 23:38:01,0 days 00:51:59,True
tiktok.com,2022-01-16 15:03:53,2022-01-16 18:39:26,0 days 03:35:33,False
Terminal,2022-07-23 19:56:48,2022-07-23 22:58:28,0 days 03:01:40,True
VSCode,2023-10-14 10:42:11,2023-10-14 10:58:02,0 days 00:15:51,True
Cursor,2022-03-10 21:26:06,2022-03-11 00:13:28,0 days 02:47:22,True
Terminal,2024-07-29 10:09:07,2024-07-29 12:18:42,0 days 02:09:35,True
google.com,2024-07-22 16:03:34,2024-07-22 16:41:01,0 days 00:37:27,True
google.com,2023-07-13 18:07:09,2023-07-13 20:42:03,0 days 02:34:54,True
Terminal,2023-03-31 00:12:27,2023-03-31 00:58:02,0 days 00:45:35,True
Terminal,2024-05-04 04:05:42,2024-05-04 04:32:53,0 days 00:27:11,True
VSCode,2023-04-10 10:49:30,2023-04-10 13:34:06,0 days 02:44:36,True
VSCode,2024-09-30 09:10:12,2024-09-30 10:14:46,0 days 01:04:34,True
google.com,2023-07-20 12:36:54,2023-07-20 14:47:26,0 days 02:10:32,True
VSCode,2023-01-17 12:57:12,2023-01-17 15:15:18,0 days 02:18:06,True
tiktok.com,2024-09-20 05:53:53,2024-09-20 07:18:55,0 days 01:25:02,False
Terminal,2024-04-17 23:08:25,2024-04-18 01:53:46,0 days 02:45:21,True
Terminal,2021-11-16 19:26:34,2021-11-16 21:22:35,0 days 01:56:01,True
tiktok.com,2024-01-22 15:44:12,2024-01-22 16:56:52,0 days 01:12:40,False
youtube.com,2024-02-08 17:53:23,2024-02-08 21:24:26,0 days 03:31:03,False
VSCode,2021-12-07 20:37:18,2021-12-08 00:05:39,0 days 03:28:21,True
VSCode,2022-08-16 03:58:01,2022-08-16 07:17:45,0 days 03:19:44,True
google.com,2024-02-03 21:57:57,2024-02-03 23:07:11,0 days 01:09:14,True
tiktok.com,2023-07-30 11:27:12,2023-07-30 12:53:26,0 days 01:26:14,False
VSCode,2022-08-23 14:21:04,2022-08-23 18:01:50,0 days 03:40:46,True
youtube.com,2022-04-06 15:19:00,2022-04-06 18:46:40,0 days 03:27:40,False
Cursor,2021-12-16 21:29:18,2021-12-16 22:05:30,0 days 00:36:12,True
Terminal,2023-08-14 21:57:05,2023-08-15 01:08:35,0 days 03:11:30,True
youtube.com,2022-07-04 13:29:26,2022-07-04 15:36:39,0 days 02:07:13,False
youtube.com,2023-07-04 00:18:43,2023-07-04 00:36:55,0 days 00:18:12,False
youtube.com,2022-04-09 02:01:05,2022-04-09 04:48:19,0 days 02:47:14,False
youtube.com,2022-07-12 01:32:34,2022-07-12 02:56:07,0 days 01:23:33,False
tiktok.com,2024-09-26 07:35:44,2024-09-26 10:22:42,0 days 02:46:58,False
tiktok.com,2023-08-10 21:04:35,2023-08-11 00:41:30,0 days 03:36:55,False
VSCode,2022-08-02 23:06:47,2022-08-03 01:02:11,0 days 01:55:24,True
Terminal,2021-11-06 03:12:41,2021-11-06 05:01:12,0 days 01:48:31,True
tiktok.com,2022-07-27 11:36:45,2022-07-27 13:45:25,0 days 02:08:40,False
VSCode,2024-09-28 05:49:59,2024-09-28 08:20:18,0 days 02:30:19,True
VSCode,2022-06-30 01:47:54,2022-06-30 03:59:10,0 days 02:11:16,True
VSCode,2024-05-02 06:45:07,2024-05-02 10:22:48,0 days 03:37:41,True
Terminal,2024-10-19 03:31:23,2024-10-19 06:51:44,0 days 03:20:21,True
google.com,2022-01-18 06:14:05,2022-01-18 07:27:27,0 days 01:13:22,True
Terminal,2022-01-22 12:15:20,2022-01-22 15:56:45,0 days 03:41:25,True
Cursor,2022-04-07 22:22:03,2022-04-08 00:53:06,0 days 02:31:03,True
tiktok.com,2022-06-25 07:18:57,2022-06-25 08:27:15,0 days 01:08:18,False
Cursor,2024-04-27 17:54:53,2024-04-27 17:59:45,0 days 00:04:52,True
tiktok.com,2023-10-20 21:10:20,2023-10-21 00:00:08,0 days 02:49:48,False
Cursor,2023-06-16 08:59:57,2023-06-16 09:01:46,0 days 00:01:49,True
Cursor,2022-12-28 17:04:44,2022-12-28 20:36:37,0 days 03:31:53,True
google.com,2022-08-10 22:47:37,2022-08-11 01:51:12,0 days 03:03:35,True
youtube.com,2022-05-05 09:07:11,2022-05-05 09:25:41,0 days 00:18:30,False
google.com,2024-04-04 06:40:09,2024-04-04 08:37:28,0 days 01:57:19,True
youtube.com,2024-03-12 11:51:28,2024-03-12 15:37:20,0 days 03:45:52,False
google.com,2023-01-02 10:05:14,2023-01-02 12:06:06,0 days 02:00:52,True
youtube.com,2022-12-30 06:14:04,2022-12-30 10:06:52,0 days 03:52:48,False
youtube.com,2022-09-13 15:20:29,2022-09-13 17:54:25,0 days 02:33:56,False
google.com,2022-07-18 17:23:06,2022-07-18 20:23:53,0 days 03:00:47,True
Cursor,2021-12-11 01:01:58,2021-12-11 03:58:45,0 days 02:56:47,True
google.com,2022-08-26 16:25:28,2022-08-26 19:26:39,0 days 03:01:11,True
google.com,2024-01-09 10:27:27,2024-01-09 13:13:24,0 days 02:45:57,True
VSCode,2022-07-07 02:39:42,2022-07-07 02:52:05,0 days 00:12:23,True
Terminal,2024-07-28 11:08:06,2024-07-28 14:14:17,0 days 03:06:11,True
google.com,2022-05-01 02:39:20,2022-05-01 06:12:42,0 days 03:33:22,True
google.com,2022-08-10 06:13:31,2022-08-10 07:08:38,0 days 00:55:07,True
VSCode,2024-07-05 18:14:15,2024-07-05 18:33:44,0 days 00:19:29,True
google.com,2023-06-18 23:39:54,2023-06-19 00:35:55,0 days 00:56:01,True
tiktok.com,2021-11-05 04:09:31,2021-11-05 04:34:07,0 days 00:24:36,False
Terminal,2024-08-13 22:40:46,2024-08-13 23:12:44,0 days 00:31:58,True
youtube.com,2022-12-22 17:45:01,2022-12-22 18:06:38,0 days 00:21:37,False
youtube.com,2022-11-16 19:21:07,2022-11-16 22:53:54,0 days 03:32:47,False
VSCode,2022-12-02 03:02:19,2022-12-02 06:50:05,0 days 03:47:46,True
VSCode,2023-07-20 16:29:30,2023-07-20 17:56:25,0 days 01:26:55,True
tiktok.com,2022-08-21 18:47:51,2022-08-21 20:38:33,0 days 01:50:42,False
Cursor,2023-07-24 15:51:21,2023-07-24 16:25:38,0 days 00:34:17,True
tiktok.com,2022-11-07 22:47:35,2022-11-08 00:43:20,0 days 01:55:45,False
google.com,2023-07-01 14:25:26,2023-07-01 18:23:34,0 days 03:58:08,True
youtube.com,2023-02-04 14:45:11,2023-02-04 18:08:45,0 days 03:23:34,False
google.com,2024-01-01 15:10:29,2024-01-01 17:15:00,0 days 02:04:31,True
VSCode,2022-09-10 07:32:31,2022-09-10 11:30:06,0 days 03:57:35,True
VSCode,2023-12-04 16:16:53,2023-12-04 16:49:30,0 days 00:32:37,True
Terminal,2023-04-24 23:37:30,2023-04-25 01:05:03,0 days 01:27:33,True
